gene,candidate_rank,sender_evidence_level,baseline_classification,licensing_classification,omnipath_secreted_annotation,omnipath_extracellular_annotation,protein_secretome_annotation,P1_PARACRINE_CORE,P2_EXTRACELLULAR_EXTENDED,P3_FULL_LR_SENSITIVITY,primary_scope_membership,scope_freeze_status,interpretation,source_url
ANTXR1,132,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CD55,133,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ALCAM,134,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ECM1,135,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
EDIL3,136,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
FAP,137,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
EZR,138,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CDH2,139,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ADAM10,140,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
SHISA4,141,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
HSPG2,142,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ANPEP,143,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
MICA,144,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
TNFSF12,145,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
PTDSS1,146,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CXCL2,147,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
RECK,148,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
NID1,149,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
DSG2,150,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
COL18A1,151,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
INHBA,152,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CLU,153,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CXCL3,154,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
VEGFA,155,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
IL1B,156,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
UXS1,157,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CXCL6,158,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ICAM3,159,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
APOO,160,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
NMB,161,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
BACE1,162,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ITGA4,163,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
TCTN3,164,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
LAMB2,165,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
SNX14,166,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
LTBP3,167,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
SDC4,168,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
NETO2,169,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
IL32,170,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
MPDZ,171,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
GDF15,172,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ADAM15,173,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ADAM17,174,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
PAM,175,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
JAM3,176,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
NT5E,177,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
EMC1,178,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
FLRT2,179,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
VEGFB,180,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ENPP1,181,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
SEMA3C,182,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ANGPT1,183,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CA12,184,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
KIAA0319L,185,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
PLTP,186,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
HAS2,187,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
BMP1,188,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
LIN7C,189,S2,ROBUST_BASELINE_SENDER,NO_CLEAR_LICENSING_EFFECT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
LIN7A,190,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,NO,NO_OMNIPATH_SECRETED_ANNOTATION,NO,NO,YES,P3_FULL_LR_SENSITIVITY,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
DSC3,191,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
SEMA5A,192,S2,ROBUST_BASELINE_SENDER,DONOR_DEPENDENT,NO,YES,NO_OMNIPATH_SECRETED_ANNOTATION,NO,YES,YES,P2_EXTRACELLULAR_EXTENDED,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
PSEN1,193,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
CSF1,194,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
EXOC3-AS1,195,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
FURIN,196,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
ULBP2,197,S2,ROBUST_BASELINE_SENDER,PASSAGE_DEPENDENT,YES,YES,OMNIPATH_SECRETED_ANNOTATION,YES,YES,YES,P1_PARACRINE_CORE,FROZEN_BEFORE_PHASE4_COMPATIBILITY_OUTCOMES,SENDER_SCOPE_NOT_THERAPEUTIC_PRIORITY,results/03_phase3/sender/frozen_phase4_sender_candidates.csv|config/phase4a_analysis.json
