"gene","gene_measured","donor1_effect","donor2_effect","donor2_p2_effect","donor2_p5_effect","median_donor_effect","absolute_median_donor_effect","retained_after_stimulation_all_strata","licensing_classification","classification_rule","source_url"
"HBEGF","YES",1.51636355674563,-0.155570847006041,0.536441121974558,-0.84758281598664,0.680396354869793,0.835967201875834,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HCRT","YES",-0.00629182616902173,0,0,0,-0.00314591308451086,0.00314591308451086,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HDC","YES",0.237973733167439,-0.00333074704397815,-0.00666149408795631,0,0.117321493061731,0.120652240105709,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HEBP1","YES",-0.4477016976199,-0.323521819369652,-0.441564774148046,-0.205478864591259,-0.385611758494776,0.385611758494776,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HGF","YES",-2.0513463202815,-0.524167161534563,-2.39212486224491,1.34379053917578,-1.28775674090803,1.28775674090803,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HHIPL2","YES",0.213293706713172,0,0,0,0.106646853356586,0.106646853356586,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HHLA2","YES",0.371826328085474,-0.0803147404354109,-0.288612095899725,0.127982615028904,0.145755793825032,0.226070534260443,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HJV","NO",,,,,,,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-A","YES",2.49750820761071,2.56562857293554,2.53194895185926,2.59930819401182,2.53156839027312,2.53156839027312,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-B","YES",4.19565468645995,3.35701175836244,3.22824508034034,3.48577843638453,3.77633322241119,3.77633322241119,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-C","YES",2.50416901337621,2.28223705403617,2.17348162506672,2.39099248300563,2.39320303370619,2.39320303370619,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DMA","YES",0.355350570695309,1.32093413511765,2.24866413702627,0.393204133209035,0.83814235290648,0.83814235290648,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DMB","YES",-0.000255330332106226,-3.8267677790099e-05,0.00675580300018761,-0.00683233835576781,-0.000146799004948163,0.000146799004948163,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DOA","YES",-0.243637255954863,-0.140570734360888,0.0314960037026559,-0.312637472424431,-0.192103995157875,0.192103995157875,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DOB","YES",0.854261879357723,3.35199547885455,3.67331178338806,3.03067917432105,2.10312867910614,2.10312867910614,"NO","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DPB1","YES",0.264506914436688,0.317428258064641,-0.306160520072891,0.941017036202172,0.290967586250664,0.290967586250664,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DQA1","YES",0.00603649583691562,0.708682955936693,1.41736591187339,0,0.357359725886804,0.357359725886804,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DQA2","YES",0,0.100942312899532,0.201884625799064,0,0.050471156449766,0.050471156449766,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DQB1","YES",0.0120478390946361,1.16383919789262,1.24523651942781,1.08244187635743,0.587943518493628,0.587943518493628,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DQB2","YES",0,0.0618719967158722,0.117013354516187,0.00673063891555701,0.0309359983579361,0.0309359983579361,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DRA","YES",0.853976133858299,2.55769611853138,4.43964931699421,0.675742920068556,1.70583612619484,1.70583612619484,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DRB1","YES",0.269322789689753,1.61502557987263,2.5702620693906,0.659789090354656,0.942174184781191,0.942174184781191,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DRB3","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DRB4","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-DRB5","YES",0.0697391988660904,2.46570139160304,2.72955200931365,2.20185077389243,1.26772029523457,1.26772029523457,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-E","YES",2.36193489324966,3.22583922551492,2.91790008620685,3.53377836482299,2.79388705938229,2.79388705938229,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-F","YES",5.47461492096347,5.56779379026887,5.61883453884738,5.51675304169035,5.52120435561617,5.52120435561617,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HLA-G","YES",0.803930261263977,0.83794955185665,0.901588258391614,0.774310845321686,0.820939906560314,0.820939906560314,"NO","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HMGB1","YES",0.111588596878787,-0.254255901609208,-0.23000368985832,-0.278508113360096,-0.0713336523652108,0.182922249243997,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HP","YES",-0.0187937530534137,0,0,0,-0.00939687652670686,0.00939687652670686,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HPX","YES",-0.590699111250478,-0.523336517686504,0.422225096575298,-1.46889813194831,-0.557017814468491,0.557017814468491,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HRG","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HSP90B1","YES",-0.0713829781657787,-0.0234529133081011,-0.0513227475348229,0.00441692091862069,-0.0474179457369399,0.0474179457369399,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"HSPG2","YES",-0.514959363379817,0.166837776715543,-0.684748750380574,1.01842430381166,-0.174060793332137,0.34089857004768,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IAPP","YES",0.0383254655183305,0.0358893709208513,0.0769821169708522,-0.00520337512914969,0.0371074182195909,0.0371074182195909,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IBSP","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ICAM1","YES",6.72317820806094,5.73499459823074,5.4986375398679,5.97135165659359,6.22908640314584,6.22908640314584,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ICAM2","YES",0.0509333247118922,0,0,0,0.0254666623559461,0.0254666623559461,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ICAM3","YES",0.194645868762263,0.136330441982702,0.204760430343794,0.0679004536216102,0.165488155372482,0.165488155372482,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ICAM4","YES",-0.0960368357439811,0.383961242564455,0.0778047055159246,0.690117779612985,0.143962203410237,0.239999039154218,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ICAM5","YES",-0.00697008468301919,-0.0366693378061198,9.43089122314274e-05,-0.073432984524471,-0.0218197112445695,0.0218197112445695,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"ICOSLG","YES",-0.0211036092152154,0.459216624415054,0.630006212814438,0.288427036015671,0.219056507599919,0.240160116815135,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFITM1","YES",4.67549286033744,5.06817474584201,4.91645940209265,5.21989008959138,4.87183380308973,4.87183380308973,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA1","YES",0.19154369931083,0.19070159048803,-0.115439889743446,0.496843070719505,0.19112264489943,0.19112264489943,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA10","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA13","YES",0.0358458225649201,-0.0102290926377684,0,-0.0204581852755369,0.0128083649635758,0.0230374576013443,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA14","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA16","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA17","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA2","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA21","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA4","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA5","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA6","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA7","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNA8","YES",0,0.534623136422713,1.06924627284543,0,0.267311568211357,0.267311568211357,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNB1","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNE","YES",1.13767156409965,-1.41076662565033,-2.71795790771629,-0.103575343584378,-0.136547530775341,1.27421909487499,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNG","YES",0,-0.00341616917788391,0,-0.00683233835576781,-0.00170808458894195,0.00170808458894195,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNK","YES",0.0180342385127994,-0.00341616917788391,0,-0.00683233835576781,0.00730903466745774,0.0107252038453416,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNL1","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNL2","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNL3","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNL4","YES",0,-0.00333074704397815,-0.00666149408795631,0,-0.00166537352198908,0.00166537352198908,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IFNW1","YES",0.751421038358778,0,0,0,0.375710519179389,0.375710519179389,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGF1","YES",-1.03343085717243,-0.20477302671811,-0.181199999629632,-0.228346053806587,-0.61910194194527,0.61910194194527,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGF2","YES",-0.037628122852739,-0.00328086591195315,-0.0132923707394633,0.00673063891555701,-0.0204544943823461,0.0204544943823461,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGFBP3","YES",-3.16129882165275,-0.616616708292052,-2.17288513645575,0.939651719871649,-1.8889577649724,1.8889577649724,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGFBP4","YES",-0.624847043210709,0.694923518563335,0.147484862225488,1.24236217490118,0.0350382376763132,0.659885280887022,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGFBP7","YES",0.150401723021427,0.438143262608705,0.485069614738844,0.391216910478565,0.294272492815066,0.294272492815066,"YES","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGFBPL1","YES",-0.0184167940609162,0.430828625307571,0.132671907531116,0.728985343084026,0.206205915623327,0.224622709684244,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGFL1","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGFL2","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGFL3","YES",0,0.265986868563335,0.531973737126671,0,0.132993434281668,0.132993434281668,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGSF10","YES",-0.00629182616902173,-0.593414991542171,-1.39620087372905,0.209370890644711,-0.299853408855596,0.299853408855596,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGSF11","YES",-0.0726330423539722,-0.35984416173536,-0.325280766975371,-0.394407556495349,-0.216238602044666,0.216238602044666,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGSF21","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IGSF3","YES",0.375955972869807,1.09954577917482,2.08312101179139,0.115970546558255,0.737750876022314,0.737750876022314,"NO","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IHH","YES",0,-0.00333074704397815,-0.00666149408795631,0,-0.00166537352198908,0.00166537352198908,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL10","YES",0.0416220228406742,0.0402601529361426,0.00610081912083141,0.0744194867514538,0.0409410878884084,0.0409410878884084,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL11","YES",0.251650413864301,-1.33348504902558,-0.972148236661021,-1.69482186139013,-0.540917317580638,0.792567731444939,"NO","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL12A","YES",3.39736134283411,2.86959726351649,3.28029434400331,2.45890018302968,3.1334793031753,3.1334793031753,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL12B","YES",0.0973832274014443,-0.156296203569769,-0.298959934672297,-0.0136324724672408,-0.0294564880841623,0.126839715485607,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL13","YES",0,-0.00333074704397815,-0.00666149408795631,0,-0.00166537352198908,0.00166537352198908,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL15","YES",1.30523237259977,1.74326278872797,1.56538376513962,1.92114181231632,1.52424758066387,1.52424758066387,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL16","YES",-0.647024125759364,1.06503823855979,1.49613913735737,0.633937339762209,0.209007056400213,0.856031182159578,"NO","DONOR_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL17A","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL17B","YES",0.00603649583691562,0.493432068297738,0.161830137694437,0.825033998901038,0.249734282067327,0.249734282067327,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL17C","YES",0.0229407298467442,0.0797536108336475,0,0.159507221667295,0.0513471703401958,0.0513471703401958,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL17F","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL18","YES",-0.0240523837198971,0.089932007834584,0.184643567579976,-0.00477955191080829,0.0329398120573435,0.0569921957772405,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL18BP","YES",6.99800994321387,7.60949785962277,7.64004688674643,7.57894883249912,7.30375390141832,7.30375390141832,"YES","LICENSING_CONSISTENT_UP","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL19","YES",0.00547790673896625,-0.0166919877452087,-0.0129832709901264,-0.0204007045002911,-0.00560704050312124,0.0110849472420875,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL1A","YES",1.87740712195866,2.6999079112039,1.34281310603973,4.05700271636807,2.28865751658128,2.28865751658128,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL1B","YES",3.35533996484203,2.03375042704289,0.132034822437953,3.93546603164782,2.69454519594246,2.69454519594246,"YES","PASSAGE_DEPENDENT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL1F10","YES",0,4.71544561157137e-05,9.43089122314274e-05,0,2.35772280578568e-05,2.35772280578568e-05,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL1RN","YES",0.939794641761399,0.0199603650130089,0,0.0399207300260179,0.479877503387204,0.479877503387204,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL2","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL20","YES",0,0,0,0,0,0,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
"IL21","YES",0,-0.0132316942715,-0.026463388543,0,-0.00661584713574999,0.00661584713574999,"NO","NO_CLEAR_LICENSING_EFFECT","donor/passage rules frozen before outcomes; no cell-level P value","results/03_phase3/licensing/licensing_effect_by_donor_passage.csv|config/phase3_analysis.json"
